10:09:59	1	0	0
10:10:00	2	0	0
10:10:01	3	0	0
10:10:02	4	0	0
10:10:03	5	1	1
10:10:04	6	1	2
10:10:05	7	0	2
10:10:06	8	1	3
10:10:07	9	1	4
10:10:08	10	1	5
10:10:09	11	1	6
10:10:10	12	1	7
10:10:11	13	0	7
10:10:12	14	1	8
10:10:13	15	1	9
10:10:14	16	1	10
10:10:15	17	1	11
10:10:16	18	1	12
10:10:17	19	0	12
10:10:18	20	1	13
10:10:19	21	1	14
10:10:20	22	1	15
10:10:21	23	1	16
10:10:22	24	1	17
10:10:23	25	1	18
10:10:24	26	2	20
10:10:25	27	1	21
10:10:26	28	2	23
10:10:27	29	3	26
10:10:28	30	2	28
10:10:29	31	3	31
10:10:30	32	2	33
10:10:31	33	2	35
10:10:32	34	2	37
10:10:33	35	2	39
10:10:34	36	2	41
10:10:35	37	2	43
10:10:36	38	3	46
10:10:37	39	2	48
10:10:38	40	3	51
10:10:39	41	3	54
10:10:40	42	2	56
10:10:41	43	2	58
10:10:42	44	3	61
10:10:43	45	2	63
10:10:44	46	2	65
10:10:45	47	1	66
10:10:46	48	1	67
10:10:47	49	2	69
10:10:48	50	1	70
10:10:49	51	2	72
10:10:50	52	1	73
10:10:51	53	1	74
10:10:52	54	2	76
10:10:53	55	1	77
10:10:54	56	1	78
10:10:55	57	2	80
10:10:56	58	1	81
10:10:57	59	1	82
10:10:58	60	2	84
10:10:59	61	1	85
10:11:00	62	1	86
10:11:01	63	1	87
10:11:02	64	1	88
10:11:03	65	1	89
10:11:04	66	2	91
10:11:05	67	1	92
10:11:06	68	1	93
10:11:07	69	2	95
10:11:08	70	1	96
10:11:09	71	1	97
10:11:10	72	1	98
10:11:11	73	1	99
10:11:12	74	2	101
10:11:13	75	0	101
10:11:14	76	1	102
10:11:15	77	0	102
10:11:16	78	1	103
10:11:17	79	1	104
10:11:18	80	2	106
10:11:19	81	1	107
10:11:20	82	2	109
10:11:21	83	1	110
10:11:22	84	1	111
10:11:23	85	2	113
10:11:24	86	1	114
10:11:25	87	1	115
10:11:26	88	1	116
10:11:27	89	1	117
10:11:28	90	0	117
10:11:29	91	0	117
10:11:30	92	1	118
10:11:31	93	0	118
10:11:32	94	0	118
10:11:33	95	0	118
10:11:34	96	1	119
10:11:35	97	1	120
10:11:36	98	0	120
10:11:37	99	0	120
10:11:38	100	0	120
10:11:39	101	2	122
10:11:40	102	2	124
10:11:41	103	2	126
10:11:42	104	2	128
10:11:43	105	3	131
10:11:44	106	0	131
10:11:45	107	0	131
10:11:46	108	0	131
10:11:47	109	2	133
10:11:48	110	2	135
10:11:49	111	2	137
10:11:50	112	2	139
10:11:51	113	2	141
10:11:52	114	3	144
10:11:53	115	1	145
10:11:54	116	1	146
10:11:55	117	2	148
10:11:56	118	2	150
10:11:57	119	3	153
10:11:58	120	2	155
10:11:59	121	3	158
10:12:00	122	0	158
10:12:01	123	0	158
10:12:02	124	0	158
10:12:03	125	0	158
10:12:04	126	0	158
10:12:05	127	0	158
10:12:06	128	0	158
10:12:07	129	0	158
10:12:08	130	0	158
10:12:09	131	0	158
10:12:10	132	0	158
10:12:11	133	0	158
10:12:12	134	0	158
10:12:13	135	0	158
10:12:14	136	0	158
10:12:15	137	0	158
10:12:16	138	0	158
10:12:17	139	0	158
10:12:18	140	0	158
10:12:19	141	2	160
10:12:20	142	1	161
10:12:21	143	2	163
10:12:22	144	1	164
10:12:23	145	1	165
10:12:24	146	0	165
10:12:25	147	2	167
10:12:26	148	2	169
10:12:27	149	2	171
10:12:28	150	4	175
10:12:29	151	3	178
10:12:30	152	3	181
10:12:31	153	2	183
10:12:32	154	3	186
10:12:33	155	2	188
10:12:34	156	1	189
10:12:35	157	1	190
10:12:36	158	0	190
10:12:37	159	1	191
10:12:38	160	2	193
10:12:39	161	3	196
10:12:40	162	3	199
10:12:41	163	3	202
10:12:42	164	3	205
10:12:43	165	3	208
10:12:44	166	2	210
10:12:45	167	0	210
10:12:46	168	0	210
10:12:47	169	0	210
10:12:48	170	0	210
10:12:49	171	0	210
10:12:50	172	0	210
10:12:51	173	0	210
10:12:52	174	0	210
10:12:53	175	0	210
10:12:54	176	0	210
10:12:55	177	0	210
10:12:56	178	0	210
10:12:57	179	0	210
10:12:58	180	0	210
10:12:59	181	0	210
10:13:00	182	1	211
10:13:01	183	3	214
10:13:02	184	3	217
10:13:03	185	3	220
10:13:04	186	2	222
10:13:05	187	3	225
10:13:06	188	3	228
10:13:07	189	3	231
10:13:08	190	3	234
10:13:09	191	3	237
10:13:10	192	3	240
10:13:11	193	3	243
10:13:12	194	3	246
10:13:13	195	3	249
10:13:14	196	3	252
10:13:15	197	3	255
10:13:16	198	3	258
10:13:17	199	2	260
10:13:18	200	3	263
10:13:19	201	4	267
10:13:20	202	2	269
10:13:21	203	3	272
10:13:22	204	3	275
10:13:23	205	3	278
10:13:24	206	3	281
10:13:25	207	3	284
10:13:26	208	3	287
10:13:27	209	2	289
10:13:28	210	3	292
10:13:29	211	2	294
10:13:30	212	2	296
10:13:31	213	1	297
10:13:32	214	1	298
10:13:33	215	1	299
10:13:34	216	0	299
10:13:35	217	1	300
10:13:36	218	0	300
10:13:37	219	2	302
10:13:38	220	2	304
10:13:39	221	1	305
10:13:40	222	3	308
10:13:41	223	2	310
10:13:42	224	3	313
10:13:43	225	3	316
10:13:44	226	2	318
10:13:45	227	3	321
10:13:46	228	3	324
10:13:47	229	3	327
10:13:48	230	2	329
10:13:49	231	3	332
10:13:50	232	3	335
10:13:51	233	3	338
10:13:52	234	2	340
10:13:53	235	2	342
10:13:54	236	2	344
10:13:55	237	2	346
10:13:56	238	2	348
10:13:57	239	3	351
10:13:58	240	3	354
10:13:59	241	3	357
10:14:00	242	3	360
10:14:01	243	4	364
10:14:02	244	2	366
10:14:03	245	2	368
10:14:04	246	2	370
10:14:05	247	1	371
10:14:06	248	1	372
10:14:07	249	2	374
10:14:08	250	2	376
10:14:09	251	3	379
10:14:10	252	3	382
10:14:11	253	3	385
10:14:12	254	3	388
10:14:13	255	3	391
10:14:14	256	2	393
10:14:15	257	3	396
10:14:16	258	3	399
10:14:17	259	3	402
10:14:18	260	3	405
10:14:19	261	3	408
10:14:20	262	3	411
10:14:21	263	3	414
10:14:22	264	3	417
10:14:23	265	2	419
10:14:24	266	4	423
10:14:25	267	3	426
10:14:26	268	4	430
10:14:27	269	4	434
10:14:28	270	3	437
10:14:29	271	3	440
