1	5441
2	5590
3	5685
4	5571
5	5741
6	5536
7	5461
8	5631
9	5636
10	5357
11	5539
12	5495
13	5499
14	5434
15	5598
16	5361
17	5447
18	5464
19	5479
20	5425
21	5596
22	5418
23	5505
24	5391
25	5337
26	5487
27	5496
28	5537
29	5571
30	5450
31	5525
32	5512
33	5460
34	5533
35	5605
36	5604
37	5561
38	5507
39	5562
40	5604
41	5528
42	5564
43	5477
44	5503
45	5469
46	5451
47	5570
48	5490
49	5546
50	5471
51	5437
52	5490
53	5328
54	5499
55	5335
56	5354
57	5550
58	5320
59	5500
60	5379
61	5331
62	5550
63	5517
64	5517
65	5521
66	5611
67	5629
68	5561
69	5692
70	5678
71	5686
72	5708
73	5688
74	5711
75	5826
76	5846
77	5723
78	5735
79	5779
80	5835
81	5714
82	5831
83	5896
84	5794
85	5876
86	5896
87	5877
88	6006
89	5818
90	5904
91	5867
92	5882
93	5848
94	5881
95	5926
96	6009
97	5889
98	5864
99	6002
100	5887
101	5902
102	5859
103	6004
104	5955
105	5985
106	5786
107	6040
108	5859
109	5973
110	5922
111	5952
112	5866
113	5909
114	6087
115	6177
116	6077
117	5924
118	5876
119	5981
120	6030
121	5984
122	5984
123	6044
124	5963
125	6009
126	6082
127	5987
128	5897
129	6014
130	5985
131	5992
132	5926
133	6067
134	5870
135	6114
136	5907
137	6014
138	5839
139	6023
140	5955
141	5892
142	5916
143	5985
144	5989
145	5956
146	5902
147	5898
148	5883
149	5828
150	5971
151	5872
152	5917
153	5970
154	5814
155	5922
156	5741
157	5959
158	5778
159	5730
160	5814
161	5894
162	5671
163	5628
164	5778
165	5632
166	5698
167	5642
168	5563
169	5468
170	5581
171	5559
172	5689
173	5489
174	5468
175	5563
176	5375
177	5402
178	5376
179	5339
180	5505
181	5218
182	5360
183	5234
184	5335
185	5210
186	5226
187	5090
188	5141
189	5019
190	5033
191	5035
192	4934
193	4794
194	4844
195	4737
196	4795
197	4809
198	4735
199	4739
200	4685
201	4545
202	4573
203	4525
204	4409
205	4362
206	4281
207	4241
208	4244
209	4214
210	4054
211	3994
212	4023
213	4065
214	3946
215	4031
216	3835
217	3885
218	3823
219	3781
220	3749
221	3687
222	3814
223	3690
224	3685
225	3607
226	3625
227	3738
228	3811
229	3957
230	4151
231	4149
232	4158
233	4157
234	3974
235	3770
236	3600
237	3557
238	3562
239	3548
240	3489
241	3515
242	3593
243	3505
244	3572
245	3654
246	3698
247	3809
248	3708
249	3713
250	3806
251	3925
252	4043
253	4123
254	4064
255	4280
256	4277
257	4345
258	4193
259	4278
260	4229
261	4203
262	4077
263	4197
264	4290
265	4217
266	4257
267	4392
268	4315
269	4397
270	4333
271	4438
272	4401
273	4430
274	4378
275	4570
276	4482
277	4469
278	4487
279	4479
280	4559
281	4643
282	4525
283	4600
284	4639
285	4731
286	4630
287	4587
288	4619
289	4811
290	4792
291	4773
292	4726
293	4906
294	4926
295	5289
296	5760
297	6750
298	8592
299	12191
300	17433
301	23612
302	28627
303	30984
304	29456
305	24485
306	18124
307	12927
308	9420
309	7547
310	6755
311	6883
312	7446
313	10667
314	19041
315	28391
316	29691
317	22166
318	13722
319	8497
320	6376
321	5553
322	5279
323	5241
324	5441
325	5647
326	6278
327	7792
328	10956
329	16508
330	23847
331	31499
332	36184
333	35567
334	30634
335	22877
336	15698
337	10347
338	7349
339	5856
340	5349
341	5403
342	6843
343	11042
344	18652
345	23974
346	21408
347	14122
348	8358
349	5565
350	4504
351	4089
352	3952
353	4083
354	4021
355	3974
356	4024
357	4113
358	4013
359	4200
360	4351
361	4376
362	4561
363	4449
364	4459
365	4691
366	5242
367	6424
368	8231
369	11156
370	14185
371	17379
372	18898
373	18577
374	16410
375	12992
376	9497
377	7168
378	5701
379	5028
380	4991
381	4984
382	5051
383	5110
384	5449
385	5384
386	5457
387	5628
388	5700
389	5793
390	5827
391	5711
392	6000
393	6188
394	5966
395	6272
396	6343
397	6545
398	6737
399	6863
400	7089
401	7380
402	7448
403	7795
404	8168
405	8703
406	9186
407	9587
408	10115
409	11204
410	12230
411	13564
412	17373
413	24628
414	43923
415	91362
416	199329
417	419831
418	816245
419	1442568
420	2289263
421	3270126
422	4244894
423	5056795
424	5638721
425	5985905
426	6161466
427	6231569
428	6250376
429	6243004
430	6221976
431	6130425
432	5812410
433	4921255
434	3412401
435	1852164
436	793508
437	276260
438	82899
439	24646
440	9527
441	4604
442	2185
443	962
444	335
445	148
446	66
447	46
448	38
449	43
450	39
451	36
452	39
453	25
454	36
455	28
456	34
457	20
458	33
459	30
460	37
461	24
462	28
463	36
464	41
465	31
466	27
467	34
468	28
469	44
470	37
471	37
472	22
473	28
474	30
475	23
476	27
477	24
478	29
479	26
480	37
481	31
482	41
483	28
484	32
485	34
486	38
487	33
488	40
489	36
490	31
491	28
492	36
493	26
494	33
495	35
496	28
497	38
498	41
499	42
500	45
501	45
502	46
503	35
504	39
505	45
506	39
507	41
508	38
509	42
510	42
511	48
512	25
